posterD2c.pdf,posterD2c.pdf, ,,,,50,
posterB2b.pdf,posterC1b.pdf, ,,,,50,
posterB2b.pdf,posterD2a.pdf, ,,,,50,
posterD2c.pdf,posterE2b.pdf, ,,,,50,
posterB2c.pdf,posterC2a.pdf, ,,,,50,user
posterD2c.pdf,posterB2a.pdf, ,,,,50,user
posterB1a.pdf,posterB1a.pdf, ,,,,50,user
posterE1a.pdf,posterB2a.pdf, ,,,,50,user
posterC1c.pdf,posterD2a.pdf, ,,,,50,user
posterA1b.pdf,posterE1c .pdf, ,,,,50,user
posterD2a.pdf,posterA2a.pdf, ,,,,50,user
posterA2b.pdf,posterB2a.pdf, ,,,,50,user
posterC1a.pdf,posterB1a.pdf, ,,,,50,user
posterD1b.pdf,posterA2b.pdf, ,,,,50,user
posterC1a.pdf,posterE1a.pdf, ,,,,50,user
posterc2b.pdf,posterC2a.pdf, ,,,,50,user
posterA1c.pdf,posterD2c.pdf, ,,,,50,user
posterB1c.pdf,posterD1c.pdf, ,,,,50,usermwj1
posterB2a.pdf,posterD1b.pdf, ,,,,50,usermwj1
posterD1a.pdf,posterD2b.pdf, ,,,,50,usermwj1
posterB2c.pdf,posterB1b.pdf, ,,,,50,rawais
posterE1a.pdf,posterC1b.pdf, ,,,,50,rawais
posterE2a.pdf,posterA2b.pdf, ,,,,50,rawais
posterB1c.pdf,posterE2c.pdf, ,,,,50,rawais
posterc2b.pdf,posterc2b.pdf, ,,,,50,rawais
posterB2c.pdf,posterC2c.pdf, this%2C%20is%20a%20command%20%24this%20%26%20hello,a%20%2C%2C%2C%20second%20thing%20%26%20is%20that,,,50,rawais
posterC1a.pdf,posterC1b.pdf, ,,,,50,mwj1
posterB2c.pdf,posterC2a.pdf, ,,,,18,mwj1
posterE2c.pdf,posterB2a.pdf, ,,,,50,mwj1
posterE1c .pdf,posterB1c.pdf, ,,,,50,mwj1
posterE1a.pdf,posterC1c.pdf, ,,,,50,mwj1
posterA2a.pdf,posterc2b.pdf, ,,,,50,mwj1
posterA2a.pdf,posterE2a.pdf, ,,,,50,mwj1
posterB2b.pdf,posterA2c.pdf, ,,,,50,mwj1
posterD1b.pdf,posterE1c .pdf, ,,,,50,mwj1
posterE1a.pdf,posterC1a.pdf, ,,,,50,mwj1
posterA1c.pdf,posterB2a.pdf, ,,,,13,mwj1
posterE2c.pdf,posterE2b.pdf, ,,,,50,mwj1
posterA1b.pdf,posterA1c.pdf, ,,,,90,mwj1
posterE2b.pdf,posterD1b.pdf, ,,,,50,mwj1
posterD1b.pdf,posterE1b.pdf, testt,test,test,test,10,mwj1,2017-12-06 19:40:33
posterC2a.pdf,posterD2c.pdf, Detailed%20description%20of%20methodology%20and%20results.%20Good%20conclusions%20based%20on%20literature,Text%20is%20too%20small%20and%20makes%20it%20difficult%20to%20read,Clear%20and%20concise%20description%20of%20background%20and%20methods.%20Easy%20to%20read%2C%20well%20laid%20out%20,More%20detailed%20description%20of%20what%20the%20data%20shows,87,floyd78,2017-12-07 14:38:12
posterA1c.pdf,posterB2b.pdf, Clear%20font%20size%20with%20good%20use%20of%20colour%20to%20segment%20each%20section%20,More%20detailed%20description%20of%20what%20the%20data%20shows.%20Where%20do%20you%20describe%20your%20data%3F%20,Very%20aesthetically%20pleasing.%20Very%20detailed%20content%20for%20all%20sections.%20,Text%20is%20too%20small%20and%20results%20are%20a%20little%20disjointed%20in%20their%20layout.,93,floyd78,2017-12-07 14:43:55
posterB1a.pdf,posterD2c.pdf, Well%20presented%20concise%20data%20in%20a%20clear%2C%20descriptive%20manner,Referencing%20should%20be%20scientifically%20peer%20reviewed%20sources,Very%20clear%20and%20easy%20to%20read%20with%20sufficient%20detail%20to%20understand%20the%20hypothesis,Give%20more%20detail%20of%20what%20your%20data%20shows.%20,80,floyd78,2017-12-07 14:49:37
posterA1c.pdf,posterE1c .pdf, Clear%20font%20size%20and%20good%20introduction,More%20detail%20needed%20about%20what%20your%20data%20show.%20Results%20section%20needs%20to%20be%20the%20biggest%20section,Clear%20aims%20and%20methods,Colours%20make%20it%20very%20difficult%20to%20read%20text%20as%20black%20on%20grey%20is%20not%20a%20high%20enough%20contrast.%20Text%20in%20tables%20is%20also%20too%20small,50,floyd78,2017-12-07 14:56:07
posterA1c.pdf,posterD1b.pdf, Clear%20text%20and%20good%20use%20of%20large%20font,Not%20enough%20detail%20about%20results,Good%20use%20of%20font%20size%20and%20colour,Not%20enough%20detail%20about%20your%20results.%20Figure%20is%20too%20small%20and%20could%20have%20been%20drawn%20relatively%20easily%20in%20Powerpoint.,50,floyd78,2017-12-07 14:57:42
posterC2a.pdf,posterB1c.pdf, Excellent%20amount%20of%20detail%20in%20results%20section%20with%20good%20descriptions%20of%20physiological%20relevance%20,Font%20sizes%20too%20small%20in%20some%20areas%20,Well%20laid%20out%20poster%20with%20appropriate%20font%20sizes%20and%20good%20use%20of%20methodological%20pictures,More%20detail%20required%20to%20describe%20results,70,floyd78,2017-12-07 15:05:15
posterE1b.pdf,posterA2a.pdf, Well%20researched%20background%20and%20good%20use%20of%20relevant%20literature,A%20little%20too%20text-heavy,Well%20laid%20out%20poster%2C%20easy%20to%20read%20and%20clear%20description%20of%20key%20questions,Labels%20on%20graphs%20are%20too%20small%2C%20some%20references%20are%20not%20from%20peer%20reviewed%20sources,76,floyd78,2017-12-07 15:08:01
posterD1b.pdf,posterC2c.pdf, Well%20laid%20out%20and%20good%20use%20of%20font%20sizes,Figure%20too%20small.%20References%20not%20from%20peer%20reviewed%20sources,Aesthetically%20pleasing%20with%20clear%20description%20of%20methods%20,Results%20rather%20than%20discussion.%20References%20not%20appropriate%20peer%20reviewed%20sources,78,floyd78,2017-12-07 15:10:26
posterC1a.pdf,posterD1a.pdf, Very%20clear%20layout%20and%20good%20use%20of%20graphics%20to%20support%20background.%20,Too%20text%20heavy%2C%20font%20in%20tables%20and%20some%20figs%20is%20too%20small,Well%20structured%20poster%20with%20clear%20definition%20between%20each%20segment,Too%20text%20heavy%2C%20font%20in%20tables%20and%20some%20figs%20is%20too%20small,50,floyd78,2017-12-07 15:12:17
